anime_id,name,genre,type,episodes,rating
24415,Kuroko no Basket 3rd Season,"['Drama', ' Historical', ' Romance']",Movie,1,8.24
11577,Steins Gate Movie: Fuka Ryouiki no deja� vu,"['Adventure', ' Comedy', ' Mystery', ' Police', ' Shounen']",Movie,1,8.23
10408,Hotarubi no Mori e,"['Dementia', ' Drama', ' Horror', ' Psychological']",Movie,1,8.23
28171,Shokugeki no Souma,"['Sci-Fi', ' Seinen']",Movie,1,8.23
32995,Yuri!!! on Ice,"['Action', ' Comedy', ' Mecha']",Movie,1,8.22
21899,Gintama: Yorinuki Gintama-san on Theater 2D,"['Adventure', ' Comedy', ' Mystery', ' Police', ' Shounen']",Movie,1,8.21
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,"['Action', ' Mecha', ' Sci-Fi']",Movie,1,8.21
7472,Gintama Movie: Shinyaku Benizakura-hen,"['Action', ' Drama', ' Military', ' Sci-Fi', ' Space']",Movie,1,8.21
777,Hellsing Ultimate,"['Action', ' Drama', ' Mystery', ' Supernatural', ' Thriller']",Movie,1,8.21
22535,Kiseijuu: Sei no Kakuritsu,"['Adventure', ' Comedy', ' Shounen']",Movie,1,8.20
28735,Shouwa Genroku Rakugo Shinjuu,"['Comedy', ' Drama', ' Romance', ' Shounen Ai']",Movie,1,8.20
12431,Uchuu Kyoudai,"['Drama', ' Slice of Life', ' Supernatural']",Movie,1,8.19
28805,Bakemono no Ko,"['Music', ' School', ' Slice of Life']",Movie,1,8.18
578,Hotaru no Haka,"['Action', ' Mystery', ' Police', ' Shounen']",Movie,1,8.17
16894,Kuroko no Basket 2nd Season,"['Action', ' Fantasy', ' Seinen', ' Supernatural']",Movie,1,8.17
5028,Major S5,"['Adventure', ' Comedy', ' Mystery', ' Police', ' Shounen']",Movie,1,8.16
21,One Piece,"['Adventure', ' Comedy', ' Mystery', ' Police', ' Shounen']",Movie,1,8.16
801,Ghost in the Shell: Stand Alone Complex 2nd GIG,"['Action', ' Shounen', ' Sports']",Movie,1,8.16
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"['Comedy', ' Romance', ' Slice of Life']",Movie,1,8.16
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),"['Action', ' Adventure', ' Horror', ' Military', ' Sci-Fi', ' Supernatural']",Movie,1,8.15
17389,Kingdom 2nd Season,"['School', ' Slice of Life', ' Sports']",Movie,1,8.15
170,Slam Dunk,"['Fantasy', ' Horror', ' Mystery', ' Psychological', ' Sci-Fi', ' Thriller']",Movie,1,8.15
10162,Usagi Drop,"['Comedy', ' Romance', ' Shounen Ai']",Movie,1,8.14
18617,Girls und Panzer der Film,"['Adventure', ' Comedy', ' Mystery', ' Police', ' Shounen']",Movie,1,8.13
32182,Mob Psycho 100,"['Action', ' Adventure', ' Comedy', ' Drama']",Movie,1,8.13
877,Nana,"['Drama', ' Mystery', ' Seinen', ' Supernatural']",Movie,1,8.13
2251,Baccano!,"['Action', ' Adventure', ' Fantasy', ' Kids']",Movie,1,8.13
24687,Mushishi Zoku Shou: Odoro no Michi,"['Action', ' Sci-Fi', ' Seinen']",Movie,1,8.12
16498,Shingeki no Kyojin,"['Action', ' Mecha', ' Police', ' Psychological', ' Sci-Fi', ' Seinen']",Movie,1,8.12
10030,Bakuman. 2nd Season,"['Comedy', ' Kids', ' Sci-Fi', ' Shounen']",Movie,1,8.12
5941,Cross Game,"['Comedy', ' Drama', ' Slice of Life']",Movie,1,8.10
30346,Doukyuusei (Movie),"['Action', ' Adventure', ' Psychological', ' Supernatural']",Movie,1,8.11
3784,Evangelion: 2.0 You Can (Not) Advance,"['Drama', ' Romance', ' Slice of Life']",Movie,3,8.10
13125,Shinsekai yori,"['Action', ' Adventure', ' Demons', ' Drama', ' Fantasy', ' Horror', ' Military', ' Seinen', ' Supernatural']",Movie,1,8.09
12029,Uchuu Senkan Yamato 2199,"['Action', ' Historical', ' Military', ' Sci-Fi', ' Space']",Movie,1,8.09
14397,Chihayafuru 2,"['Action', ' Mecha', ' Military', ' Music', ' Romance', ' Sci-Fi', ' Space']",Movie,1,8.09
10087,Fate/Zero,"['Action', ' Comedy', ' Sci-Fi']",Movie,1,8.08
14719,JoJo no Kimyou na Bouken (TV),"['Drama', ' Slice of Life', ' Supernatural']",Movie,1,8.06
9756,Mahou Shoujo Madoka★Magica,"['Action', ' Mecha', ' Military', ' Music', ' Romance', ' Sci-Fi', ' Space']",Movie,1,8.06
10165,Nichijou,"['Drama', ' Historical']",Movie,1,8.05
13601,Psycho-Pass,"['Action', ' Mystery', ' Supernatural', ' Thriller']",Movie,1,8.05
22789,Barakamon,"['Action', ' Comedy', ' Mystery', ' Shounen']",Movie,1,8.05
30230,Diamond no Ace: Second Season,"['Drama', ' Game', ' Mystery', ' Psychological', ' Thriller']",Movie,1,8.04
18115,Magi: The Kingdom of Magic,"['Action', ' Comedy', ' Drama', ' Magic', ' Super Power']",Movie,1,8.04
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"['Comedy', ' Drama', ' Mystery', ' Psychological', ' Supernatural']",Movie,1,8.04
11917,Major: World Series,"['Action', ' Comedy', ' Martial Arts', ' Shounen', ' Super Power']",Movie,1,8.03
205,Samurai Champloo,"['Historical', ' Romance', ' School', ' Shoujo']",Movie,1,8.03
32282,Shokugeki no Souma: Ni no Sara,"['Action', ' Adventure', ' Comedy', ' Drama', ' Historical', ' Military', ' Romance']",Movie,1,8.03
6594,Katanagatari,"['Action', ' Drama', ' Historical', ' Josei', ' Samurai', ' Supernatural']",Movie,1,8.03
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,"['Action', ' Mystery', ' Romance', ' Supernatural', ' Thriller']",Movie,1,8.02
7655,Major S6,"['Action', ' Comedy', ' Mystery', ' Super Power']",Movie,1,8.01
2246,Mononoke,"['Adventure', ' Comedy', ' Mystery', ' Police', ' Shounen']",Movie,1,8.00
25835,Shirobako,"['Adventure', ' Comedy', ' Fantasy', ' Magic', ' School']",Movie,1,8.00
2921,Ashita no Joe 2,"['Action', ' Fantasy', ' Mecha', ' Military', ' Shounen']",Movie,1,7.99
136,Hunter x Hunter,"['Comedy', ' Drama', ' Slice of Life']",Movie,1,7.99
30503,Noragami Aragoto,"['Drama', ' Historical']",Movie,1,7.99
12531,Sakamichi no Apollon,"['Adventure', ' Comedy', ' Mystery', ' Police', ' Shounen']",Movie,1,7.98
523,Tonari no Totoro,"['Adventure', ' Comedy', ' Mystery', ' Police', ' Shounen']",Movie,1,7.98
467,Ghost in the Shell: Stand Alone Complex,"['Action', ' Cars', ' Drama', ' Seinen', ' Sports']",Movie,1,7.98
572,Kaze no Tani no Nausicaä,"['Adventure', ' Drama', ' Fantasy']",Movie,1,7.98
19815,No Game No Life,"['Adventure', ' Drama', ' Fantasy', ' Kids']",Movie,1,7.97
2559,Romeo no Aoi Sora,"['Comedy', ' Seinen', ' Slice of Life']",Movie,1,7.97
392,Yuu☆Yuu☆Hakusho,"['Action', ' Comedy', ' Military', ' Romance']",Movie,1,7.96
486,Kino no Tabi: The Beautiful World,"['Action', ' Mecha', ' Military', ' Shounen']",Movie,1,7.96
11771,Kuroko no Basket,"['Action', ' Military', ' Police', ' Sci-Fi']",Movie,1,7.95
1698,Nodame Cantabile,"['Action', ' Drama', ' Fantasy', ' Horror', ' Romance', ' Sci-Fi', ' Vampire']",Movie,1,7.95
5341,Ookami to Koushinryou II,"['Action', ' Fantasy', ' Mecha', ' Military', ' Shounen']",Movie,1,7.94
25781,Shingeki no Kyojin: Kuinaki Sentaku,"['Adventure', ' Comedy', ' Mystery', ' Police', ' Shounen']",Movie,1,7.94
10863,Steins Gate: Oukoubakko no Poriomania,"['Adventure', ' Comedy', ' Mystery', ' Police', ' Shounen']",Movie,1,7.94
28701,Fate/stay night: Unlimited Blade Works 2nd Season,"['Action', ' Fantasy', ' Super Power']",Movie,1,7.94
5420,Kemono no Souja Erin,"['Action', ' Drama', ' Historical', ' Josei', ' Samurai', ' Supernatural']",Movie,1,7.94
9260,Kizumonogatari I: Tekketsu-hen,"['Action', ' Super Power', ' Supernatural']",Movie,1,7.94
32,Neon Genesis Evangelion: The End of Evangelion,"['Action', ' Drama', ' Mecha', ' Military', ' Sci-Fi', ' Space']",Movie,1,7.94
4224,Toradora!,"['Adventure', ' Fantasy']",Movie,1,7.93
2236,Toki wo Kakeru Shoujo,"['Mecha', ' Military', ' Police', ' Psychological', ' Sci-Fi']",Movie,1,7.93
2685,Tsubasa: Tokyo Revelations,"['Comedy', ' Drama', ' School', ' Shounen', ' Sports']",Movie,1,7.94
31181,Owarimonogatari,"['Action', ' Mecha', ' Military', ' Music', ' Romance', ' Sci-Fi', ' Space']",Movie,1,7.93
45,Rurouni Kenshin: Meiji Kenkaku Romantan,"['Action', ' Mecha']",Movie,1,7.93
2418,Stranger: Mukou Hadan,"['Action', ' Drama', ' Military', ' Sci-Fi', ' Space']",Movie,1,7.93
1365,Detective Conan Movie 06: The Phantom of Baker Street,"['Mecha', ' Military', ' Mystery', ' Police', ' Sci-Fi', ' Seinen']",Movie,1,7.91
22297,Fate/stay night: Unlimited Blade Works,"['Drama', ' Historical']",Movie,1,7.92
627,Major S1,"['Adventure', ' Comedy', ' Fantasy', ' Magic', ' School']",Movie,1,7.92
10937,Mobile Suit Gundam: The Origin,"['Action', ' Cars', ' Seinen', ' Sports']",Movie,1,7.92
23755,Nanatsu no Taizai,"['Action', ' Adventure', ' Demons', ' Fantasy', ' Military', ' Seinen', ' Supernatural']",Movie,1,7.91
4081,Natsume Yuujinchou,"['Adventure', ' Drama', ' Fantasy']",Movie,1,7.91
4155,One Piece Film: Strong World,"['Action', ' Adventure', ' Comedy', ' Drama', ' Seinen']",Movie,1,7.91
1889,Higurashi no Naku Koro ni Kai,"['Action', ' Drama', ' Mecha', ' Military', ' Sci-Fi', ' Space']",Movie,1,7.92
137,Hunter x Hunter OVA,"['Adventure', ' Comedy', ' Drama', ' Fantasy']",Movie,1,7.90
139,Hunter x Hunter: Greed Island Final,"['Drama', ' Mecha', ' Sci-Fi', ' Space']",Movie,1,7.90
23317,Kuroshitsuji: Book of Murder,"['Cars', ' Seinen', ' Sports']",Movie,1,7.90
558,Major S2,"['Action', ' Fantasy', ' Seinen', ' Supernatural']",Movie,1,7.90
5040,One Outs,"['Adventure', ' Comedy', ' Demons', ' Drama', ' Fantasy', ' Historical', ' Romance', ' Shounen', ' Supernatural']",Movie,1,7.89
57,Beck,"[' Yakusoku no Basho', 'Drama', ' Military', ' Romance', ' Sci-Fi']",Movie,1,7.89
33,Berserk,"['Action', ' Adventure', ' Drama', ' Mecha', ' Military', ' Sci-Fi', ' Space']",Movie,1,7.89
5,Cowboy Bebop: Tengoku no Tobira,"['Action', ' Adventure', ' Comedy', ' Drama', ' Romance', ' Sci-Fi']",Movie,1,7.89
1842,Major S3,"['Action', ' Demons', ' Fantasy', ' Shounen', ' Supernatural']",Movie,1,7.88
6336,Mobile Suit Gundam Unicorn,"['Adventure', ' Comedy', ' Dementia', ' Psychological', ' Romance']",Movie,1,7.88
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,"['Comedy', ' Drama', ' Slice of Life']",Movie,1,7.88
1210,NHK ni Youkoso!,"['Action', ' Martial Arts', ' Romance', ' Shounen', ' Super Power']",Movie,1,7.88
338,Rose of Versailles,"['Action', ' Mecha', ' Military']",Movie,1,7.87
13759,Sakurasou no Pet na Kanojo,"['Drama', ' Military', ' Police', ' Psychological', ' Romance']",Movie,1,7.87
6547,Angel Beats!,"['Adventure', ' Drama', ' Fantasy']",Movie,1,7.87
5081,Bakemonogatari,"['Adventure', ' Comedy', ' Drama', ' Music', ' School', ' Seinen']",Movie,1,7.87
32867,Bungou Stray Dogs 2nd Season,"['Comedy', ' Drama', ' Ecchi', ' Harem', ' Romance', ' Sci-Fi', ' Shounen', ' Supernatural']",Movie,1,7.87
264,Hajime no Ippo: Champion Road,"['Action', ' Fantasy', ' Mecha', ' Military', ' Shounen']",Movie,1,7.86
12859,One Piece Film: Z,"['Adventure', ' Comedy', ' Mystery', ' Police', ' Shounen', ' Sports']",Movie,1,7.86
853,Ouran Koukou Host Club,"['Drama', ' Historical']",Movie,1,7.86
5460,Detective Conan Movie 13: The Raven Chaser,"['Comedy', ' Drama', ' Slice of Life']",Movie,1,7.85
6746,Durarara!!,"['Action', ' Horror', ' Mystery', ' Seinen', ' Supernatural']",Movie,1,7.84
5690,Nodame Cantabile Finale,"['Adventure', ' Comedy', ' Mystery', ' Police', ' Shounen']",Movie,1,7.84
329,Planetes,"['Drama', ' Horror', ' Psychological', ' Sci-Fi']",Movie,3,7.84
34240,Shelter,"['Action', ' Adventure', ' Martial Arts', ' Shounen', ' Super Power']",Movie,1,7.84
513,Tenkuu no Shiro Laputa,"['Comedy', ' Drama', ' Shounen', ' Sports']",Movie,1,7.84
6945,Gintama: Shiroyasha Koutan,"['Drama', ' Mecha', ' Mystery', ' Police', ' Sci-Fi']",Movie,1,7.83
1142,Hachimitsu to Clover II,"['Action', ' Fantasy', ' Seinen', ' Supernatural']",Movie,1,7.83
6811,InuYasha: Kanketsu-hen,"['Action', ' Mecha', ' Military', ' Shounen']",Movie,1,7.82
16664,Kaguya-hime no Monogatari,"['Adventure', ' Comedy', ' Kids', ' Mystery', ' Police', ' Shounen']",Movie,1,7.82
1604,Katekyo Hitman Reborn!,"['Action', ' Adventure', ' Mecha', ' Military', ' Romance', ' Sci-Fi', ' Space']",Movie,1,7.82
22145,Kuroshitsuji: Book of Circus,"['Adventure', ' Comedy', ' Kids', ' Sci-Fi']",Movie,1,7.81
2966,Ookami to Koushinryou,"['Adventure', ' Fantasy', ' Romance']",Movie,1,7.81
31964,Boku no Hero Academia,"['Action', ' Mystery', ' Supernatural', ' Thriller']",Movie,1,7.81
19363,Gin no Saji 2nd Season,"['Comedy', ' Drama', ' Romance', ' Shounen', ' Slice of Life']",Movie,1,7.81
18195,Little Busters!: Refrain,"['Drama', ' Mecha', ' Military', ' Sci-Fi', ' Space']",Movie,1,7.81
9890,Major: Message,"['Comedy', ' Drama', ' School', ' Shounen', ' Sports']",Movie,1,7.81
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,"['Music', ' School', ' Shoujo', ' Slice of Life']",Movie,1,7.79
9863,SKET Dance,"['Action', ' Fantasy', ' Mecha', ' Military', ' Shounen']",Movie,1,7.79
7674,Bakuman.,"['Comedy', ' Ecchi', ' Kids', ' School', ' Shounen', ' Slice of Life']",Movie,1,7.79
11843,Danshi Koukousei no Nichijou,"['Comedy', ' Mystery', ' Romance']",Movie,1,7.79
16782,Kotonoha no Niwa,"['Cars', ' Seinen', ' Sports']",Movie,1,7.79
28675,Kyoukai no Kanata Movie: ll Be Here - Mirai-hen,"['Action', ' Adventure', ' Fantasy', ' Magic', ' Military']",Movie,1,7.79
3226,Major S4,"['Adventure', ' Military', ' Romance']",Movie,1,7.79
21557,Omoide no Marnie,"['Action', ' Super Power', ' Supernatural']",Movie,1,7.79
31715,Working!!!: Lord of the Takanashi,"['Drama', ' Magic', ' Romance', ' Shoujo']",Movie,1,7.78
43,Ghost in the Shell,"['Action', ' Comedy', ' Drama', ' Mystery', ' Romance', ' Thriller']",Movie,1,7.78
9617,K-On! Movie,"['Drama', ' Supernatural']",Movie,1,7.78
31051,Kuroko no Basket: Saikou no Present Desu,"['Comedy', ' Drama', ' School', ' Shounen', ' Slice of Life', ' Sports']",Movie,1,7.78
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd As,"['Action', ' Adventure', ' Comedy', ' Drama']",Movie,1,7.77
1033,Sennen Joyuu,"['Action', ' Adventure', ' Horror', ' Shounen', ' Vampire']",Movie,1,7.77
32188,Steins Gate: Kyoukaimenjou no Missing Link - Divide By Zero,"['Adventure', ' Comedy', ' Fantasy', ' Shounen']",Movie,1,7.77
3091,xxxHOLiC Kei,"['Action', ' Historical', ' Martial Arts', ' Samurai', ' Super Power']",Movie,1,7.77
12115,Berserk: Ougon Jidai-hen III - Kourin,"['Adventure', ' Comedy', ' Drama', ' Fantasy', ' Magic', ' Romance', ' Shoujo']",Movie,1,7.76
28223,Death Parade,"['Action', ' Mystery', ' Police', ' Shounen']",Movie,1,7.77
121,Fullmetal Alchemist,"['Adventure', ' Drama', ' Fantasy', ' Sci-Fi', ' Space']",Movie,1,7.76
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,"['Action', ' Adventure', ' Comedy', ' Fantasy', ' Shounen', ' Super Power']",Movie,1,7.76
138,Hunter x Hunter: Greed Island,"['Action', ' Super Power', ' Supernatural']",Movie,1,7.76
6675,Redline,"['Action', ' Comedy', ' Shounen', ' Super Power', ' Supernatural']",Movie,1,7.75
10800,Chihayafuru,"['Adventure', ' Demons', ' Drama', ' Fantasy', ' Historical', ' Romance', ' Shounen', ' Supernatural']",Movie,1,7.75
32005,Detective Conan Movie 20: The Darkest Nightmare,"['Action', ' Mystery', ' Romance', ' Super Power', ' Thriller']",Movie,1,7.75
813,Dragon Ball Z,"['Action', ' Fantasy', ' Supernatural']",Movie,1,7.75
27821,Fate/stay night: Unlimited Blade Works - Prologue,"['Action', ' Drama', ' Fantasy', ' Shounen', ' Super Power']",Movie,1,7.75
28725,Kokoro ga Sakebitagatterunda.,"['Comedy', ' Drama', ' Fantasy', ' Magic', ' Shoujo']",Movie,1,7.74
585,Mimi wo Sumaseba,"['Comedy', ' Drama', ' Fantasy', ' Historical', ' Military', ' Shounen']",Movie,1,7.74
16067,Nagi no Asukara,"['Romance', ' Sci-Fi', ' Shoujo']",Movie,1,7.74
30,Neon Genesis Evangelion,"['Fantasy', ' Kids', ' Magic', ' Shoujo']",Movie,1,7.74
31490,One Piece Film: Gold,"['Comedy', ' Drama', ' Mystery', ' Romance', ' Slice of Life', ' Thriller']",Movie,1,7.74
759,Tokyo Godfathers,"['Adventure', ' Comedy', ' Fantasy', ' Kids']",Movie,1,7.74
6,Trigun,"['Action', ' Fantasy', ' Seinen', ' Supernatural']",Movie,1,7.74
6864,xxxHOLiC Rou,"['Mystery', ' Supernatural']",Movie,1,7.74
9735,Gintama: Shinyaku Benizakura-hen,"['Adventure', ' Comedy', ' Fantasy', ' Kids', ' Shounen']",Movie,1,7.73
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,"['Action', ' Comedy', ' School', ' Shounen']",Movie,1,7.72
11123,Sekaiichi Hatsukoi 2,"['Adventure', ' Comedy', ' Fantasy', ' Sci-Fi', ' Shounen']",Movie,1,7.72
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"['Action', ' Magic', ' Mystery', ' Romance', ' Supernatural', ' Thriller']",Movie,1,7.72
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"['Action', ' Drama', ' Military', ' Sci-Fi', ' Space']",Movie,1,7.72
962,Aria The Natural,"['Action', ' Super Power', ' Supernatural']",Movie,1,7.72
1519,Black Lagoon: The Second Barrage,"['Action', ' Adventure', ' Comedy', ' Drama', ' Romance', ' Sci-Fi']",Movie,1,7.72
2167,Clannad,"['Action', ' Mecha', ' Sci-Fi']",Movie,1,7.71
16706,Kami nomi zo Shiru Sekai: Megami-hen,"['Sci-Fi', ' Shounen', ' Sports']",Movie,1,7.71
5681,Summer Wars,"['Drama', ' Historical']",Movie,1,7.71
3901,Baccano! Specials,"['Action', ' Magic', ' Sci-Fi', ' Super Power']",Movie,1,7.71
6467,Detective Conan Movie 14: The Lost Ship in the Sky,"['Action', ' Adventure', ' Comedy', ' Fantasy', ' Magic', ' Shounen']",Movie,1,7.70
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,"['Action', ' Drama', ' Fantasy', ' Sci-Fi']",Movie,1,7.70
22507,Initial D Final Stage,"['Mecha', ' Police', ' Psychological', ' Sci-Fi']",Movie,1,7.70
3701,Kaiba,"['Action', ' Drama', ' Fantasy', ' Shounen', ' Super Power']",Movie,1,7.70
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,"['Action', ' Ecchi', ' Magic', ' Military', ' Sci-Fi']",Movie,1,7.70
33255,Saiki Kusuo no Ψ-nan (TV),"['Action', ' Adventure', ' Drama', ' Sci-Fi', ' Space']",Movie,1,7.70
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"['Adventure', ' Comedy', ' Demons', ' Drama', ' Fantasy', ' Historical', ' Romance', ' Shounen', ' Super Power']",Movie,1,7.69
265,Hajime no Ippo: Mashiba vs. Kimura,"['School', ' Shounen', ' Sports']",Movie,1,7.69
25681,Kamisama Hajimemashita◎,"['Comedy', ' Drama', ' School', ' Shounen', ' Slice of Life', ' Sports']",Movie,1,7.69
4722,Skip Beat!,"['Comedy', ' Drama', ' Slice of Life']",Movie,1,7.69
24277,Yowamushi Pedal: Grande Road,"['Comedy', ' Drama', ' Romance', ' School', ' Supernatural']",Movie,1,7.67
239,Gankutsuou,"['Action', ' Mecha', ' Police', ' Psychological', ' Sci-Fi']",Movie,1,7.67
